,id,full_text,favorites,retweets,created_at
28,1550136810331934721,"The ultimate message of the coming Major #Market Top: ""FED officials to sell stocks to avoid an apparent conflict of interest"" On September 9, 2021. Panic sell-off in the markets started with crypto assets in 2021 and spread into #stocks and #bonds in 2022 https://t.co/QA33OSFyRD https://t.co/d2NJhLdPci",1,1,2022-07-21 15:13:10+00:00
29,1550136745659813888,"@blaack_mambaa It will definitely go up. It is a matter of when.

India bans, Celsius bankruptcy, stocks down, fed interest hikes, COVID again, and many other factors will probably continue pulling it down until they are resolved. I say those are unlikely to settle down this year though.",0,0,2022-07-21 15:12:54+00:00
30,1550136400342835200,"This is what the macro gurus won't tell you: the Fed's rate hikes have not been keeping up with inflation. Real interest rates (inflation adjusted) have continued to go down through 2022.

Once again: real interest rates are going DOWN.",7,1,2022-07-21 15:11:32+00:00
31,1550135589176999936,"@LizYoungStrat apropos lyric for the times (w/ EU +50bp, hopefully ending the negative interest rate lunacy forevermore. Same going on here; GOTTA pay down debt &amp; get fiscally ""real"" again.  Timing sucks w/Covid &amp; War, but-press on Fed! ""Get back, get back - Get back to where you once belonged""",0,0,2022-07-21 15:08:19+00:00
32,1550134332664061952,"@vctrfrts @EricRWeinstein You're assuming checking accounts never pay interest (or provide services/perks of equivalent value). I don't think this is historically accurate. In times of high inflation, the Fed funds rate is higher and bank accounts pay more interest to depositors.",0,0,2022-07-21 15:03:19+00:00
33,1550133451063320577,so USPO truck drivers cant text  &amp; drive w/ new codification but they already couldnt bc  fed common law duty stnd of care comparew/ Roe FDA appvd 1945 device preempted state laws not life at inception no state interest  @AmerMedicalAssn @ACOGAction @TeamPelosi @DNC @DOJ @VP,0,0,2022-07-21 14:59:49+00:00
34,1550133315289489408,"The Fed is way ahead of ECB in raising interest rates. Inflation being a big problem in the US and EU, it is the relative strength of the US economy that leaves more room for the Fed to raise rates to tame inflation. Chart from Barron's.
#FederalReserve #ECB #inflation https://t.co/yaQwkTSSLT",0,0,2022-07-21 14:59:17+00:00
35,1550132681085632516,"@C_Nut_Jason @SpeakerPelosi @HouseDemocrats When individual states begin to contradict what is in the nation's best interest, Fed government decides. Period.",0,0,2022-07-21 14:56:45+00:00
36,1550131951343767552,July Rate Hike to Add $6.4 Billion in Credit Card Interest as Most Disapprove of Fed: WalletHub https://t.co/gmRJ1VjMOV,2,1,2022-07-21 14:53:51+00:00
37,1550130226323066881,"@MikeHuntsman4 @annydaynow @ic_lib @don_maxwell1 @00075Guy @AnnieCo14698214 @Deborahv7241963 @NumbersMean @FireStorm999 @DeadDick4 @DPirate2020 @BraveConcord @charliekirk11 @Noname85183506 @jhump923 @holden_a_fork Ok we now witnessed more than a decade of zero interest rates and ""wasteful spendings"" of the FED and literally every other central bank in the western hemisphere. 

But Mike is blaming Biden for ""wasteful spending"" without ever knowing or explaining what he's talking about. 😂",0,0,2022-07-21 14:47:00+00:00
38,1550128169432231942,The Fed Shouldn't Raise Interest Rates Too Quickly https://t.co/U5xxneBaVE,0,0,2022-07-21 14:38:50+00:00
39,1550127763226370049,"US Dollar was going parabolic making high after high this year. An announcement ""#FED officials to sell #stocks to avoid an apparent conflict of interest"" on September 9, 2021, was the ultimate message of the coming Major Top in the #market https://t.co/QA33OSnXt3 

#Gold #Crypto https://t.co/eFqYCBVLGx",2,2,2022-07-21 14:37:13+00:00
40,1550127576680583169,"An editor must have put that misleading title on Greg's piece, ""Interest-Rate Pain Has Barely Begun.""  When the BIS asked what if central banks raised rates 4.25 percentage points that would have left the EU at 3.75% and the Fed about where it once thought it could be next year.",0,0,2022-07-21 14:36:28+00:00
41,1550126933295259648,"@AnandableAnand Everyone is waiting for US FED interest rate decision 

We will see the true momentum way after that only until then FII will play well with retailers 

DII won’t sell aggressively as like FII",2,0,2022-07-21 14:33:55+00:00
42,1550126186298167297,ECB raised the interest rate 0.5% for the first time in 11 years. I would not be surprise if the US FED increase the rate by a full 1%. The world Econ need a shock to combat inflation. Let’s see,0,0,2022-07-21 14:30:57+00:00
43,1550125464454213641,"I suggest everyone read the insightful @rcwhalen to understand the risks caused by recent Fed policies, namely their complete capitulation to the mob calling for interest rate hike blood. https://t.co/q4p7r4Vsn6",0,0,2022-07-21 14:28:05+00:00
44,1550125146362433538,@DDFalpha How much further do you think Fed pushes interest?,2,0,2022-07-21 14:26:49+00:00
45,1550124889427701762,"Some will argue abt our currency vulnerability but that’s not an issue Fed and ECB doesn’t want to shock the consumers that’s why ECB increased by 0.5% (current inflation 9.4% exp peak 11%, target 2%, interest rates 0.75% increased by 0.5%).In SA jump of 0.75% 🤯 https://t.co/hA73xTFppB",1,3,2022-07-21 14:25:48+00:00
46,1550124696997310465,Even casual observers know that the Fed has been raising interest rates. But did you know that a higher Fed Funds Rate also has a large impact on estate planning? https://t.co/FrEpIprfBF,0,0,2022-07-21 14:25:02+00:00
47,1550124498430484481,@XPlatzxx Next week is key! Interest rate hike from the fed and the gdp data which if it comes back negative we will officially be in a recession.,0,0,2022-07-21 14:24:15+00:00
48,1550124303210885120,"Greg Ip asks, ""what if inflation remains stubborn and interest rates have to rise a lot more."" Inflation falls if oil just stops rising. Yet Volcker policies kept bond yields from falling as fast. Bond prices aren't bid up if the Fed keeps bill rates high.
https://t.co/Nh1liygBOE https://t.co/ohgIl0a2B2",0,0,2022-07-21 14:23:28+00:00
49,1550124271631970304,"@WSJ Without involvement of the Fed, meaning if the free market just took care of it, interest rates would be much higher, which is where they should be.",0,0,2022-07-21 14:23:20+00:00
50,1550124135753256960,"The Fed Needs to Act Like the Tortoise, Not the Hare by Alan S. Blinder https://t.co/qXXxYKQYZZ",0,0,2022-07-21 14:22:48+00:00
51,1550123886133387266,"Financial Markets: Charts for the Week

Interest Rates: Reversing Course on Monetary Policy Trajectory

A more aggressive Fed has made the market believe rates will not need to rise as much, and the Fed will start cutting rates again in H1 2023

#FinancialMarkets #InterestRates https://t.co/61d8YCUBlb",2,1,2022-07-21 14:21:49+00:00
52,1550123630847148032,@RepBowman @SeanFlan45 @POTUS I don’t mind paying my loans. Just cancel the interest. Change the interest. Use the rate set by the Fed for everything else. Make it so it can’t be compounded. Wont accrue if you get into financial difficulty. Make it so loan servicing companies allow principal only payments.,0,0,2022-07-21 14:20:48+00:00
53,1550123627957211137,"Puerto Rico govt (after misrepresenting finances during bankruptcy) has $8.2 billion in cash as of July 8 (1st week of FY23) but is earning almost no interest according to TSA report ($100,000). If earning near fed funds rate should be ~$2.7M pg8 https://t.co/wQnVQFMjEx #muniland https://t.co/HVa3wRZBgv",8,5,2022-07-21 14:20:47+00:00
54,1550122646322311170,"@JerryArk @cvpayne Bad news for the working class is good news for the elite. If workers suffer, the Fed may stop raising interest rates so those that are the least effected by inflation and recession get to make even more $ as their assets appreciate. Workers will have less jobs and high prices.",0,0,2022-07-21 14:16:53+00:00
55,1550122417661820928,@AP The EU and the Fed take turns raising interest rates. China is cutting interest rates,1,0,2022-07-21 14:15:58+00:00
56,1550121883319672844,@cvpayne can answer a question for me? Why is the Fed raising interest rates? Everyone says it is to slow inflation but when has that ever worked or been the solution to inflation. The money supply is the problem.,0,0,2022-07-21 14:13:51+00:00
57,1550121328589492224,"“3. Car loans

The Fed’s love could push the interest rate on car loans past 5%. This would result in $1,324 more in interest over the course of $40,000, 72-month car loan, according to data from Edmunds.”",0,0,2022-07-21 14:11:39+00:00
58,1550121319101960193,"“1. Your Credit Card 
Most credit cards have a variable rate. There is a direct link between rates and the Fed’s benchmark rate. Those who have a balance on their credit card can expect to pay more in interest charges.”",0,0,2022-07-21 14:11:36+00:00
59,1550119827938848768,"European Central Bank, interest rate + 0.5 %. Lets see what FED does and the effect on everything.",1,0,2022-07-21 14:05:41+00:00
60,1550119307241107457,"I continue to be encouraged by the number of retail investors who believe $TLT is set to fall (in price) ""because the Fed has only just begun to raise interest rates.""",3,0,2022-07-21 14:03:37+00:00
61,1550119205390786564,"Both the Fed and the Bank of England increased interest rates in June in response to projected inflation. Are you investing efficiently? 

To read more click the latest blog below📃

https://t.co/TltD8eI4u3

 #interestrates #inflation #investment https://t.co/PXDbFSfNWI",0,0,2022-07-21 14:03:13+00:00
62,1550118787118092290,Stocks Mixed as Europe Boosts Interest Rates https://t.co/OeVXzVdMH2 #stockmarket #fed #investing,0,0,2022-07-21 14:01:33+00:00
63,1550118735574224898,"WHAT'S CAUSING INFLATION? ONE EXPERT WALKS THROUGH SOME OF THE FACTORS
Read: https://t.co/5ccrLcyEjM
#retire #retirement #retirementplanning https://t.co/F36aiMyONt",0,0,2022-07-21 14:01:21+00:00
64,1550118719237459973,@googleunicorn @GerberKawasaki @Tesla @elonmusk He really is.  A product of ever lower interest rates.  His entire fund blows up without the fed to backstop him,0,0,2022-07-21 14:01:17+00:00
65,1550118586227646464,"🚨 The European Central Bank has raised interest rates by 50 basis points (0.5%) for the first time in 11 years

Traders were expecting the @ecb to go for a smaller hike of 25 bps to curb #inflation

▪️ The US Fed is increasing rates by 75 bps instead of 100 in their next meeting",3,1,2022-07-21 14:00:45+00:00
66,1550118173256478721,"@Gatekeepken @TrilateralNA Larry finks blackrock/vanguard  was amazingly muttlesome On fed reserve today on @SquawkCNBC 

Dont study 300-400 yr old existing today BINDING paying $$'s &amp; interest CONTRACTS that exist between countries UK motherland to this minute..and its families...",1,1,2022-07-21 13:59:06+00:00
67,1550118162275872769,"It's Thursday folks, which means @ToddRosenbluth nerds out on portfolio allocation data. With the Fed rising interest rates, #advisors are looking to high yield credit and ultra-short bonds for their fixed income allocations. Learn more: https://t.co/AE5y0TW8Ss https://t.co/cMqeeHfqWk",3,1,2022-07-21 13:59:04+00:00
68,1550117777100353544,"@TheCryptoPopeye @OfficialTravlad You don't know why?  The FED may raise interest rates a full basis point on July 27th.  If they do, crash of crashes.  ECB is also looking to raise interest rates or just did.  Plus, other reasons such as we are in a global energy crisis.",1,0,2022-07-21 13:57:32+00:00
69,1550117168548745217,"In normal times when interest rates are not being manipulated, 10-year Treasuries yield 3% above inflation, so 12% in a 9% inflationary environment. https://t.co/bNrU4jfC1e   Blackstone Sees Fed Funds Rate Near 5% on Longer Hiking Cycle https://t.co/7nkinalGq5 via @Yahoo",0,0,2022-07-21 13:55:07+00:00
70,1550116247437660160,"@thommcveigh Makes sense.

Here, the legislature is loathe to penalize their donors.  It's way easier for the Fed to raise interest rates and hurt everybody.  Ineffective governance thus ends up being regressive.",0,0,2022-07-21 13:51:27+00:00
71,1550116152017203204,"Very correct, its due to cascading increased demand for USD in the Federal Bond Market as Fed Bonds are still considered Gilt Edged securities. Fed has hiked interest rates to mop up liquidity and control inflation &amp; further hikes are anticipated. https://t.co/lZYxRjDM24",0,0,2022-07-21 13:51:05+00:00
72,1550115868385767424,"@alanfriedmanit This is your opinion, strongly affected by prejudice if not personal interest. I'm frankly fed up with strangers who thrive on Italy's difficulties and that do not miss any occasion to express their contempt for the Country they pretend to love. Parasites",0,0,2022-07-21 13:49:57+00:00
73,1550115499278622721,"The European Central Bank just hiked interest rates by 50BPS. It will be interesting to see if JPOW and the #fed raise rates by 75 or 100 BPS next Tuesday. If so, it could be another leg down for #stocks and #crypto. If 50BPS or less, it could be #bullish. #SPX500 #Bitcoin #ETH",0,0,2022-07-21 13:48:29+00:00
74,1550115386523152388,Europe's Central Bank Raises Key Rate More Than Expected https://t.co/G5livoZizm #stockmarket #fed #investing,0,0,2022-07-21 13:48:02+00:00
75,1550113642347208704,"@MikeNaraine @TorontoPearson @maxfawcett https://t.co/EIyAj5OJWK

There is much more which we common people don't know.",0,0,2022-07-21 13:41:06+00:00
76,1550113572855881729,"The Fed Needs to Act Like the Tortoise, Not the Hare by Alan S. Blinder  https://t.co/HY03XeLyt8 via @WSJOpinion",0,0,2022-07-21 13:40:50+00:00
77,1550113486188843008,"@MikeNaraine @TorontoPearson @maxfawcett Here is one example of vested interests in contunuing the pandemic. 
https://t.co/EIyAj66kOi",1,1,2022-07-21 13:40:29+00:00
78,1550113279510339590,"@Dinwiddie_Jared @dogeth0 @_brendamalone @_AC91 @ninaturner Well, while this is true, it's also not the fault of the banks. The government, by way of the Fed, effectively sets interest rates. So blame them.",0,0,2022-07-21 13:39:40+00:00
79,1550112755222319104,"Resist: The Fed Needs to Act Like the Tortoise, Not the Hare by Alan S. Blinder https://t.co/1m6KSSdRjx",0,0,2022-07-21 13:37:35+00:00
80,1550112518776897536,"The ECB is hiking interest rates, but they are hawkish towards the future on it, while announcing TPI for Italy and other countries to be helped during uncertain times.

That's not a bullish outlook for risk-on assets, as it strengthens the Dollar even more.

FED meeting next.",214,14,2022-07-21 13:36:38+00:00
81,1550112121165266952,"For the sake of comparison:
The Fed raised in interest rates on Trump when inflation hit 2.7%
 #inflation  #FederalReserve https://t.co/qK3MxVLrDX",12,4,2022-07-21 13:35:04+00:00
82,1550111795049816064,@KBAndersen And it also makes no sense for the Fed to hike interest rates.,0,0,2022-07-21 13:33:46+00:00
83,1550111641487933440,@M_McDonough @samjrule If FED raised interest rate by 75 bps in July then total rate hike would be 225 bps similar to 1994 🤣 FED is genius. They want to stage severe recession to legitimatize massive $100T QE and UBI via programmable CBDC. Powell deserves a Nobel prize in economics. Repeating 1921!,6,1,2022-07-21 13:33:09+00:00
84,1550111416446726145,"Can anyone tell me why the fed and central banks are raising interest rates in a free falling economy?
My only explanation is they are trying to financially strangle us.

The time to raise interest rates was when Trump was in office, when the economy and world was great!",4,0,2022-07-21 13:32:16+00:00
85,1550111303246655496,"The Fed - An Analysis of the Interest Rate Risk of the Federal Reserve’s Balance Sheet, Part 2: Projections under Alternative Interest Rate Paths https://t.co/MxKFgwQapE",1,0,2022-07-21 13:31:49+00:00
86,1550111117568925696,"The markets are open! 🔔

Here are some things in focus today. 👇
✧ ECB Interest Rate Decision &amp; Press Conference
✦ Philadelphia Fed Manufacturing Index
✧ Initial/Continuing Jobless Claims
✦ $SNAP, $AAL, $T, $BX, $FCX, &amp; $DPZ Earnings https://t.co/8erGoOmlEE",13,12,2022-07-21 13:31:04+00:00
87,1550110693160062978,@unusual_whales It’s actually the size of the Fed’s balance sheet and misguided interest rate policies. Add that to out of touch politicians running a deficit with 10% inflation and you have the perfect storm. Shameful article.,13,0,2022-07-21 13:29:23+00:00
88,1550109923563827201,"It’s really not complicated. Compare the first chart to the second chart. The Fed started quantitative tightening (“raising interest rates”) before the ECB did, and harder. https://t.co/AZmFj9ZAa3 https://t.co/tpoGiruT2d",0,0,2022-07-21 13:26:20+00:00
89,1550109383358615552,"Something important that I haven’t seen discussed: the rate of interest the fed pays banks for placing their reserves at the fed is skyrocketing. This might seem inflationary, but the alternative(banks reduce reserves and loan to other banks ) is much worse for inflation. https://t.co/HkTVZ8eZOZ",1,0,2022-07-21 13:24:11+00:00
90,1550109215577874432,"Central Banks late to the game and raising interest rates with decades high inflation, while growth contracting, the recent rally is not justified.  It is based on hopes of a Fed pivot, inflation is behind us, earnings will be bright, and that stocks were “oversold”.",5,0,2022-07-21 13:23:31+00:00
91,1550108594502307840,"“Nobody knows what the terminal rate is going to be. We’re in an economy we’ve never seen before,” said Tim Duy, chief economist at SGH Macro Advisors. https://t.co/NGXF3zqCgY",24,5,2022-07-21 13:21:03+00:00
92,1550108358379769856,"Peter Diamond worries that the current state of economic complexity increases the already substantial risk that the Fed could crash land the economy if it hits the interest-rate brakes too hard, writes @GlobeScotLehigh.  https://t.co/ahiOYOni55",0,0,2022-07-21 13:20:06+00:00
93,1550108319464902656,"@aaronhoyland https://t.co/IyVj8oqa9h Your twins and yourself owe $32,135.00 on the Fed side and $28,976.00 on the prov side. Interest will be applied to these totals. We are about to enter into a recession.  https://t.co/4pLjWZPTXb",0,0,2022-07-21 13:19:57+00:00
94,1550107546622365697,"He has repeatedly called for the central bank to cut interest rates, with a series of tweets Wednesday urging “bigger and faster” action than the quarter-point cut the Fed approved last week.",0,0,2022-07-21 13:16:53+00:00
95,1550107191813750785,#ECB now seems to take their mandate as serious as possible. It was anticipated a higher interest rate increase of their rates given the fact that the FED had earlier increased their fed funds by.0.5 basis point and the one to one parity of #Euro against the US dollar $,0,0,2022-07-21 13:15:28+00:00
96,1550106970513764352,"“We have a gentleman that likes a very strong dollar in the Fed,” he added, referring to Powell.

Although the Fed cut interest rates by 25 basis points during its July 2019 meeting, the dollar has remained strong.",0,0,2022-07-21 13:14:36+00:00
97,1550104505034981379,"The Fed Needs to Act Like the Tortoise, Not the Hare by Alan S. Blinder.
Blinder does great job of reminding the Fed that policy actions work with a material lag.  There is a real risk they go too far by responding to market sentiment.   https://t.co/ElwRkQmF5r",0,0,2022-07-21 13:04:48+00:00
98,1550104216278114306,"When the Federal Reserve increases the federal funds rate, it typically increases interest rates throughout the economy, which tends to make the dollar stronger.

#Layoffs #Business #Corporate #Tech #BigTech #Dollar #Trade #TradeWar 

https://t.co/BRPdug76qC",0,0,2022-07-21 13:03:39+00:00
99,1550103932151779329,@AP Which is what is suppose to happen when the Fed raises interest rates -- slowing down the economy.,8,0,2022-07-21 13:02:31+00:00
100,1550103299642298369,"Gold now is a bit forgotten by traders as FX and Stock markets are more active and provide interesting trading setups. 

But next week everything should change after Fed announce the hike in interest rate. https://t.co/ZRWDdFGapD",103,8,2022-07-21 13:00:00+00:00
101,1550103294323859459,#ECB is almost done with its first historical interest rate hike. Now market will start pricing in for next week 0.75 basis points interest rate hike from #FED on 27 July.,13,0,2022-07-21 12:59:59+00:00
102,1550102882426376192,@JerryArk @cvpayne They’re hoping the Fed won’t be as aggressive in raising interest rates this year.  So you might see a short-term bounce in equities if employment numbers are soft,1,0,2022-07-21 12:58:21+00:00
103,1550102465801904128,"@MackKennedy8 @ANerdsMind @AngieCraigMN Imagine thinking only one side ""created"" inflation. 20 years of corporate bailouts, QE, helicopter money, a slow moving Fed to raise interest rates, etc etc...We've only had Democrats in power during those 2 decades? 🤡🤡🤡",0,0,2022-07-21 12:56:42+00:00
104,1550102311770505216,"It's not just the Fed fighting inflation -- it's a worldwide issue not a US issue. The ECB raises its key interest rate by 50 basis points, the first increase in 11 years and the biggest since 2000. https://t.co/rO0nod5zBh via @markets @economics @jrandow",2,0,2022-07-21 12:56:05+00:00
105,1550102268178968576,"ECB Exits Negative Interest Rate Policy With 50 Basis Point Hike; Bitcoin Steady

The ECB's first rate hike comes four months after the Fed kicked off its tightening cycle, sending risk assets lower.
https://t.co/SGsbZzRHn2 https://t.co/q4ZudsqiDw",0,0,2022-07-21 12:55:54+00:00
106,1550102259995926529,The Fed is causing a recession RIGHT THE HELL NOW. They just killed the housing and auto industries and RENTS HAVE GONE UP 35%. INTEREST RATES HIKES ONLY MAKE BANKS RICHER. https://t.co/tKOct5JhKp,2,2,2022-07-21 12:55:52+00:00
107,1550101376600096769,@DylanLeClair_ I a@ really getting confused these days. Why do stock pumps the day fed/ecb raises interest rate and dumbs the next day. It feels like wall street is conspiring with the fed to disassociate stock price from what the fed is doing. They just want to cover Fed from public  anger.,0,0,2022-07-21 12:52:22+00:00
108,1550101325744164865,"Interest rates at 8:46 AM East coast:
US 3-MO
2.489%
US 10-YR
3.03%

If the FOMC raised fed funds 75 bps and the T-bill followed suit, the 10-year less 3-month curve would invert.  
But many would be selling bonds to buy bills before that happened, which would widen that gap.",2,1,2022-07-21 12:52:10+00:00
109,1550100197035982848,"@ashwindollar @Nick_D11 @sahilkapur Hell at this point if they just made every fed student loan interest free, that'd be a significant improvement. Even better if they could do it retroactively and count all previous interest payments towards principal.",4,0,2022-07-21 12:47:41+00:00
110,1550099575847137281,"Philly Fed index lowest since 1979
2 consecutive quarters of negative growth = recession
Consumers buried in debt and low confidence 
Low labor participation 
Home building sector collapsing

What will the Fed🤡 do? Raise interest rates 🤣 https://t.co/Ac9pCUQjgD",18,5,2022-07-21 12:45:12+00:00
111,1550099400244232193,"@ANI Economists have given the verdict. Raising interest by 50 &amp; 90bps won't work. @RBI needs to make a significant raise of another 100-150bps to counter inflation and stop this steep fall. #RupeeVsDollar 
@Swamy39 @PrannoyRoyNDTV @nsitharaman @DasShaktikanta 
https://t.co/B9yh4OCufK",1,0,2022-07-21 12:44:31+00:00
112,1550099143837859841,"The European Central Bank has decided to increase interest rates by 50 basis points, which is expected to increase by 25 basis points. We'll see how much the Fed will raise next week.",2,0,2022-07-21 12:43:29+00:00
113,1550098276426420225,@AdrestiaNorth @JFN1971 @danrosenbergnet My example of an investment account has nothing to do with Fed interest on debt but thanks for playing.,0,0,2022-07-21 12:40:03+00:00
114,1550098129831137280,"@LynAldenContact @MikeIppolito_ 21/ How much can the Fed tighten?

Lyn argues that withdrawing liquidity will be painful.

Over decades, the US govt. has accumulated a lot of debt (~130% of GDP) that relies on low interest rates. 

As rates rise, so do debt servicing costs for gov't, businesses and households.",1,0,2022-07-21 12:39:28+00:00
115,1550097442720387074,"European Centrel Bank raises interest rates by 50 basis points first hike in 11 years.

I think the FED and BOE is next, this will definitely push #bitcoin back down…",10,0,2022-07-21 12:36:44+00:00
